"Event Time","Exit Event ID","POS Transaction ID","EPC","Site Code","Read Point","Last Read Time","Product Code","Color","Size","Manuf","Article","Ref Number","Style","att1","att2"
"2020-06-10T20:19:41Z","Event ID 2","POS Transaction ID 2","EPC 1","Site 11","READ POINT 5","2022-07-26T04:25:30Z","Product 2","Yellow","XXS","Bata","Article6","Ref3","Style6","check1","att2"
"2023-01-07T15:47:28Z","Event ID 6","POS Transaction ID 6","EPC 4","Site 14","READ POINT 4","2023-02-01T10:54:29Z","Product 2","Pink","XXXL","Puma","Article8","Ref1","Style8","check1","att4"
"2022-03-30T08:47:26Z","Event ID 6","POS Transaction ID 4","EPC 1","Site 12","READ POINT 4","2022-12-08T11:36:16Z","Product 1","Blue","XXL","Zara","Artical4","Ref7","Style3","check2","att2"
"2022-06-15T10:42:22Z","Event ID 7","POS Transaction ID 2","EPC 5","Site 14","READ POINT 5","2023-03-18T12:39:15Z","Product 2","Green","XL","Lee Cooper","Article5","Ref3","Style3","check1","atts"
"2020-08-04T12:14:58Z","Event ID 8","POS Transaction ID 4","EPC 2","Site 10","READ POINT 3","2022-07-21T09:40:36Z","Product 4","Pink","M","Lee Cooper","Article3","Ref4","Style4","check1","att4"
"2020-10-01T17:58:36Z","Event ID 5","POS Transaction ID 4","EPC 1","Site 12","READ POINT 5","2022-10-17T19:55:46Z","Product 4","Red","S","Lee Cooper","Artical4","Ref5","Style8","check2","att3"
"2023-04-24T06:20:52Z","Event ID 5","POS Transaction ID 5","EPC 1","Site 14","READ POINT 2","2023-01-28T10:57:30Z","Product 2","Black","XXXL","Adidas","Article6","Ref3","Style5","check3","att3"
"2020-08-10T17:52:23Z","Event ID 1","POS Transaction ID 5","EPC 4","Site 14","READ POINT 5","2022-10-21T17:31:01Z","Product 4","Green","XL","Nike","Artical4","Ref8","Style7","check1","atts"
"2023-02-19T02:07:39Z","Event ID 9","POS Transaction ID 5","EPC 1","Site 13","READ POINT 2","2022-12-17T17:42:37Z","Product 1","Green","XXXL","Puma","Article5","Ref5","Style8","check2","atts"
"2022-10-24T09:13:20Z","Event ID 6","POS Transaction ID 3","EPC 5","Site 11","READ POINT 1","2022-10-15T00:44:18Z","Product 4","Green","XS","Zara","Article5","Ref5","Style2","check3","att3"
"2020-06-14T18:39:54Z","Event ID 9","POS Transaction ID 3","EPC 4","Site 12","READ POINT 1","2022-07-07T02:56:43Z","Product 5","Black","XXL","Madame","Article1","Ref6","Style1","check2","atts"
"2021-12-28T21:09:38Z","Event ID 7","POS Transaction ID 4","EPC 1","Site 11","READ POINT 1","2022-08-05T09:22:10Z","Product 3","Blue","XL","Bata","Article8","Ref5","Style6","check3","att4"
"2023-03-07T19:07:02Z","Event ID 3","POS Transaction ID 6","EPC 3","Site 12","READ POINT 4","2022-12-04T15:34:46Z","Product 2","Green","XXS","Zara","Article6","Ref5","Style6","check3","att3"
"2021-12-17T01:12:00Z","Event ID 1","POS Transaction ID 5","EPC 3","Site 12","READ POINT 4","2023-04-07T22:31:26Z","Product 4","Pink","S","Madame","Article8","Ref5","Style4","check3","atts"
"2020-12-23T05:29:41Z","Event ID 4","POS Transaction ID 2","EPC 2","Site 11","READ POINT 4","2022-07-20T09:37:44Z","Product 4","Black","XXS","Nike","Article6","Ref4","Style2","check3","att4"
"2022-06-28T17:01:04Z","Event ID 1","POS Transaction ID 3","EPC 5","Site 15","READ POINT 4","2022-07-11T23:33:07Z","Product 1","White","XXL","Nike","Article7","Ref2","Style1","check3","att4"
"2021-07-05T06:51:46Z","Event ID 1","POS Transaction ID 1","EPC 3","Site 15","READ POINT 3","2022-09-18T01:31:04Z","Product 5","Red","L","Nike","Artical4","Ref8","Style5","check3","att2"
"2023-04-08T21:22:37Z","Event ID 4","POS Transaction ID 4","EPC 5","Site 11","READ POINT 2","2022-08-28T15:42:58Z","Product 5","Red","L","Nike","Artical4","Ref7","Style3","check2","att3"
"2023-03-04T08:12:32Z","Event ID 4","POS Transaction ID 3","EPC 5","Site 12","READ POINT 2","2023-05-26T02:23:02Z","Product 1","Red","L","Lee Cooper","Article7","Ref8","Style3","check2","att3"
"2022-02-15T09:52:21Z","Event ID 6","POS Transaction ID 5","EPC 2","Site 14","READ POINT 3","2023-03-21T23:55:52Z","Product 4","Black","XXS","Nike","Article8","Ref3","Style2","check3","att3"
"2022-01-03T08:50:17Z","Event ID 4","POS Transaction ID 1","EPC 3","Site 11","READ POINT 3","2023-05-31T19:10:58Z","Product 3","Red","XL","Puma","Article3","Ref1","Style7","check2","att3"
"2021-02-25T11:05:55Z","Event ID 4","POS Transaction ID 4","EPC 5","Site 11","READ POINT 3","2023-02-20T06:59:15Z","Product 5","Yellow","XS","Lee Cooper","Artical4","Ref1","Style6","check3","atts"
"2022-10-23T20:06:15Z","Event ID 6","POS Transaction ID 2","EPC 4","Site 14","READ POINT 3","2023-02-14T18:38:17Z","Product 1","Yellow","XXS","Lee Cooper","Article6","Ref3","Style4","check3","att3"
"2022-07-04T22:58:17Z","Event ID 5","POS Transaction ID 6","EPC 4","Site 15","READ POINT 1","2023-06-13T06:05:01Z","Product 4","White","M","Adidas","Article3","Ref4","Style7","check1","att4"
"2022-04-11T21:45:39Z","Event ID 5","POS Transaction ID 5","EPC 2","Site 10","READ POINT 3","2022-11-18T05:05:08Z","Product 4","Yellow","M","Madame","Article5","Ref7","Style4","check1","att2"
"2020-08-07T20:51:29Z","Event ID 9","POS Transaction ID 4","EPC 4","Site 14","READ POINT 4","2023-04-21T16:52:44Z","Product 4","Blue","M","Puma","Artical4","Ref8","Style1","check2","atts"
"2022-11-24T02:39:42Z","Event ID 7","POS Transaction ID 1","EPC 5","Site 15","READ POINT 5","2022-07-31T03:37:13Z","Product 1","Blue","XXS","Puma","Article1","Ref3","Style5","check1","att4"
"2023-02-20T02:06:36Z","Event ID 8","POS Transaction ID 5","EPC 2","Site 15","READ POINT 3","2023-01-17T08:24:36Z","Product 1","Pink","L","Adidas","Article3","Ref5","Style3","check2","att3"
"2020-09-17T21:38:21Z","Event ID 5","POS Transaction ID 3","EPC 4","Site 11","READ POINT 5","2022-07-03T22:37:15Z","Product 5","Orange","XXXL","Lee Cooper","Article5","Ref3","Style2","check3","att3"
"2021-12-17T10:02:38Z","Event ID 4","POS Transaction ID 5","EPC 4","Site 13","READ POINT 2","2022-08-03T21:04:51Z","Product 1","Green","M","Adidas","Article8","Ref3","Style4","check1","atts"
"2021-06-26T10:39:51Z","Event ID 5","POS Transaction ID 5","EPC 4","Site 10","READ POINT 4","2023-05-23T22:56:13Z","Product 5","White","S","Madame","Article7","Ref5","Style7","check2","att4"
"2022-12-02T06:52:33Z","Event ID 4","POS Transaction ID 2","EPC 1","Site 12","READ POINT 1","2023-06-18T08:30:03Z","Product 4","White","M","Zara","Article6","Ref7","Style6","check2","atts"
"2023-05-19T00:29:11Z","Event ID 3","POS Transaction ID 1","EPC 3","Site 12","READ POINT 4","2023-06-02T05:37:41Z","Product 1","Blue","XL","Bata","Article3","Ref2","Style6","check3","att2"
"2021-01-30T07:43:48Z","Event ID 6","POS Transaction ID 2","EPC 5","Site 15","READ POINT 3","2022-11-16T04:07:23Z","Product 4","Pink","S","Nike","Article3","Ref5","Style4","check3","att2"
"2020-08-30T22:44:43Z","Event ID 3","POS Transaction ID 5","EPC 3","Site 10","READ POINT 5","2022-07-29T06:23:41Z","Product 4","Pink","XXL","Zara","Artical4","Ref8","Style2","check2","att3"
"2022-10-05T06:49:13Z","Event ID 7","POS Transaction ID 4","EPC 3","Site 11","READ POINT 3","2022-08-26T08:09:08Z","Product 5","Green","M","Lee Cooper","Article1","Ref6","Style4","check1","att4"
"2020-06-15T18:40:14Z","Event ID 4","POS Transaction ID 6","EPC 2","Site 13","READ POINT 2","2023-05-26T11:35:11Z","Product 3","White","XXXL","Lee Cooper","Article5","Ref1","Style4","check2","att3"
"2023-04-09T17:29:22Z","Event ID 6","POS Transaction ID 3","EPC 3","Site 13","READ POINT 1","2023-05-24T11:36:18Z","Product 5","Green","XXL","Bata","Article2","Ref5","Style1","check3","att4"
"2021-09-08T17:26:11Z","Event ID 7","POS Transaction ID 4","EPC 1","Site 13","READ POINT 2","2023-04-23T01:06:47Z","Product 4","Yellow","M","Bata","Article1","Ref2","Style4","check2","att2"
"2022-09-06T19:28:05Z","Event ID 8","POS Transaction ID 1","EPC 2","Site 12","READ POINT 1","2022-07-06T19:35:24Z","Product 5","Red","XL","Madame","Artical4","Ref7","Style8","check2","att2"
"2023-04-21T04:55:14Z","Event ID 2","POS Transaction ID 2","EPC 2","Site 15","READ POINT 3","2022-10-30T01:56:41Z","Product 5","Pink","XL","Adidas","Article8","Ref3","Style7","check1","atts"
"2020-10-29T10:15:09Z","Event ID 5","POS Transaction ID 6","EPC 2","Site 13","READ POINT 2","2022-10-19T08:00:41Z","Product 1","Blue","XS","Bata","Article6","Ref2","Style7","check2","atts"
"2023-01-11T17:39:23Z","Event ID 6","POS Transaction ID 3","EPC 3","Site 10","READ POINT 3","2022-06-04T13:18:53Z","Product 5","Red","XS","Puma","Article1","Ref3","Style7","check2","att4"
"2022-07-22T03:39:48Z","Event ID 4","POS Transaction ID 1","EPC 5","Site 15","READ POINT 1","2022-09-13T14:03:43Z","Product 2","Green","XXXL","Nike","Article8","Ref5","Style5","check3","att2"
"2020-07-28T04:31:37Z","Event ID 1","POS Transaction ID 6","EPC 1","Site 14","READ POINT 4","2023-02-05T21:08:46Z","Product 4","Pink","XL","Nike","Article5","Ref2","Style1","check3","att2"
"2021-04-03T05:43:19Z","Event ID 8","POS Transaction ID 6","EPC 1","Site 12","READ POINT 1","2023-01-09T04:56:23Z","Product 5","Blue","XL","Madame","Article6","Ref8","Style4","check1","att2"
"2021-04-13T14:40:49Z","Event ID 4","POS Transaction ID 1","EPC 4","Site 14","READ POINT 1","2022-08-03T16:14:11Z","Product 5","Pink","M","Adidas","Article2","Ref6","Style7","check2","att2"
"2023-01-25T21:59:12Z","Event ID 5","POS Transaction ID 1","EPC 2","Site 11","READ POINT 4","2023-05-18T03:10:50Z","Product 3","Green","XXS","Bata","Article3","Ref3","Style6","check1","atts"
"2021-11-28T06:21:59Z","Event ID 9","POS Transaction ID 1","EPC 4","Site 11","READ POINT 1","2022-10-29T19:42:25Z","Product 1","Red","XL","Puma","Article8","Ref7","Style7","check1","att4"
"2023-05-05T17:04:10Z","Event ID 6","POS Transaction ID 1","EPC 4","Site 11","READ POINT 5","2022-11-23T04:53:00Z","Product 4","Yellow","XS","Madame","Article7","Ref2","Style4","check3","att2"
"2023-04-23T15:51:59Z","Event ID 7","POS Transaction ID 3","EPC 3","Site 11","READ POINT 5","2023-06-19T18:42:38Z","Product 2","Green","XXXL","Puma","Article1","Ref6","Style5","check2","atts"
"2021-11-14T17:32:20Z","Event ID 5","POS Transaction ID 1","EPC 2","Site 10","READ POINT 5","2023-06-09T05:18:52Z","Product 4","Black","XS","Lee Cooper","Article1","Ref1","Style3","check1","att4"
"2021-08-01T04:24:30Z","Event ID 7","POS Transaction ID 4","EPC 1","Site 15","READ POINT 5","2023-06-20T22:35:04Z","Product 5","White","M","Bata","Article5","Ref6","Style4","check3","att2"
"2022-06-10T00:32:46Z","Event ID 9","POS Transaction ID 5","EPC 3","Site 13","READ POINT 1","2023-01-28T02:37:34Z","Product 2","Pink","L","Zara","Article6","Ref5","Style4","check3","att3"
"2023-05-23T20:58:00Z","Event ID 1","POS Transaction ID 5","EPC 4","Site 13","READ POINT 5","2022-08-26T00:53:01Z","Product 2","Black","XL","Nike","Article5","Ref7","Style5","check1","att3"
"2022-09-18T12:42:26Z","Event ID 6","POS Transaction ID 6","EPC 4","Site 12","READ POINT 1","2023-06-09T02:33:19Z","Product 2","Blue","XL","Bata","Article2","Ref2","Style5","check2","att2"
"2022-12-30T05:27:44Z","Event ID 6","POS Transaction ID 5","EPC 2","Site 14","READ POINT 5","2022-07-27T06:08:17Z","Product 4","White","XXL","Nike","Article7","Ref1","Style1","check2","atts"
"2020-08-06T09:19:06Z","Event ID 8","POS Transaction ID 2","EPC 4","Site 14","READ POINT 2","2023-06-14T16:21:12Z","Product 3","White","XL","Madame","Artical4","Ref4","Style1","check2","atts"
"2021-12-06T17:44:25Z","Event ID 1","POS Transaction ID 1","EPC 2","Site 12","READ POINT 2","2023-01-06T23:21:08Z","Product 3","Green","L","Zara","Article3","Ref3","Style2","check1","atts"
"2020-11-16T04:32:24Z","Event ID 2","POS Transaction ID 1","EPC 2","Site 11","READ POINT 4","2023-05-31T12:55:44Z","Product 1","Black","XL","Zara","Article7","Ref6","Style4","check3","att4"
"2022-09-01T06:52:32Z","Event ID 5","POS Transaction ID 3","EPC 4","Site 10","READ POINT 1","2023-03-21T00:47:00Z","Product 5","Black","XS","Lee Cooper","Article1","Ref5","Style5","check3","att4"
"2020-08-08T17:25:17Z","Event ID 6","POS Transaction ID 4","EPC 4","Site 14","READ POINT 5","2022-07-07T10:58:24Z","Product 4","Red","XXXL","Madame","Article3","Ref8","Style7","check3","att4"
"2023-04-29T22:27:02Z","Event ID 6","POS Transaction ID 1","EPC 5","Site 10","READ POINT 4","2022-07-19T03:01:46Z","Product 4","Pink","M","Adidas","Article7","Ref6","Style4","check2","atts"
"2022-12-21T18:45:11Z","Event ID 3","POS Transaction ID 1","EPC 5","Site 11","READ POINT 1","2022-09-26T11:11:17Z","Product 1","White","XXL","Puma","Artical4","Ref5","Style3","check1","att3"
"2020-07-12T09:05:34Z","Event ID 2","POS Transaction ID 3","EPC 5","Site 13","READ POINT 5","2022-12-27T14:57:24Z","Product 2","Black","S","Nike","Article1","Ref8","Style1","check3","att3"
"2021-03-24T20:48:35Z","Event ID 8","POS Transaction ID 2","EPC 2","Site 15","READ POINT 1","2022-12-24T18:13:25Z","Product 1","Blue","XXXL","Bata","Article7","Ref7","Style2","check3","att2"
"2021-09-30T23:54:06Z","Event ID 4","POS Transaction ID 4","EPC 2","Site 10","READ POINT 2","2023-06-19T07:13:40Z","Product 3","White","L","Lee Cooper","Article3","Ref1","Style5","check3","att3"
"2021-04-23T00:38:14Z","Event ID 5","POS Transaction ID 2","EPC 4","Site 11","READ POINT 5","2023-05-21T04:45:06Z","Product 2","Black","S","Lee Cooper","Article8","Ref5","Style8","check2","att3"
"2022-12-29T04:02:36Z","Event ID 2","POS Transaction ID 1","EPC 4","Site 12","READ POINT 1","2022-09-02T16:40:11Z","Product 4","Blue","XS","Adidas","Article5","Ref3","Style2","check2","att3"
"2023-04-22T14:26:54Z","Event ID 2","POS Transaction ID 3","EPC 3","Site 15","READ POINT 5","2022-07-06T02:56:06Z","Product 2","Orange","XXS","Puma","Article6","Ref6","Style2","check1","att3"
"2021-01-06T08:56:42Z","Event ID 6","POS Transaction ID 2","EPC 4","Site 14","READ POINT 5","2023-03-02T13:48:05Z","Product 5","Red","XS","Adidas","Article5","Ref8","Style7","check2","att3"
"2022-05-22T04:49:22Z","Event ID 1","POS Transaction ID 4","EPC 5","Site 10","READ POINT 2","2023-06-15T00:38:21Z","Product 1","Black","L","Bata","Article1","Ref2","Style5","check2","att3"
"2021-04-08T00:04:09Z","Event ID 7","POS Transaction ID 2","EPC 5","Site 10","READ POINT 2","2022-12-03T05:29:48Z","Product 1","Red","XL","Adidas","Article6","Ref3","Style2","check3","att4"
"2021-07-04T07:59:08Z","Event ID 9","POS Transaction ID 3","EPC 2","Site 15","READ POINT 2","2022-10-18T16:06:27Z","Product 5","Yellow","M","Bata","Article2","Ref5","Style3","check3","atts"
"2022-07-03T02:04:13Z","Event ID 7","POS Transaction ID 4","EPC 2","Site 13","READ POINT 3","2022-09-01T04:45:07Z","Product 5","White","XXS","Nike","Article1","Ref8","Style3","check3","att3"
"2021-03-10T01:52:29Z","Event ID 5","POS Transaction ID 5","EPC 1","Site 14","READ POINT 5","2022-07-08T07:18:30Z","Product 1","Pink","L","Puma","Article8","Ref3","Style2","check2","att4"
"2021-08-20T09:04:11Z","Event ID 6","POS Transaction ID 1","EPC 1","Site 15","READ POINT 5","2023-02-19T04:43:03Z","Product 1","Green","M","Adidas","Article3","Ref8","Style5","check1","att4"
"2021-07-13T00:06:03Z","Event ID 1","POS Transaction ID 6","EPC 5","Site 12","READ POINT 1","2022-08-28T14:03:10Z","Product 1","Yellow","XL","Nike","Article6","Ref7","Style1","check1","att3"
"2020-11-29T01:53:40Z","Event ID 6","POS Transaction ID 3","EPC 2","Site 14","READ POINT 1","2022-07-20T04:09:02Z","Product 1","Orange","XXXL","Puma","Article5","Ref2","Style2","check3","atts"
"2021-01-31T15:40:51Z","Event ID 7","POS Transaction ID 2","EPC 5","Site 14","READ POINT 3","2022-09-21T08:23:15Z","Product 4","Green","L","Adidas","Article2","Ref1","Style6","check3","att2"
"2022-11-21T00:11:05Z","Event ID 6","POS Transaction ID 5","EPC 3","Site 13","READ POINT 1","2023-02-02T23:08:50Z","Product 4","Yellow","XL","Adidas","Article8","Ref5","Style7","check2","att2"
"2022-06-05T05:08:56Z","Event ID 4","POS Transaction ID 4","EPC 3","Site 14","READ POINT 2","2022-08-10T19:12:25Z","Product 3","Pink","M","Bata","Artical4","Ref4","Style1","check3","atts"
"2021-09-20T09:16:31Z","Event ID 8","POS Transaction ID 3","EPC 2","Site 13","READ POINT 3","2022-11-11T04:05:08Z","Product 5","Red","S","Madame","Article8","Ref8","Style2","check2","atts"
"2020-10-20T22:53:13Z","Event ID 7","POS Transaction ID 2","EPC 2","Site 12","READ POINT 5","2022-12-16T21:20:41Z","Product 3","Red","S","Zara","Article5","Ref5","Style2","check1","att2"
"2021-05-30T10:49:43Z","Event ID 6","POS Transaction ID 6","EPC 5","Site 15","READ POINT 4","2022-10-14T14:57:46Z","Product 2","Yellow","M","Zara","Article6","Ref3","Style8","check2","att3"
"2023-02-15T17:10:36Z","Event ID 1","POS Transaction ID 4","EPC 3","Site 15","READ POINT 2","2023-04-12T06:09:36Z","Product 5","Black","S","Adidas","Article6","Ref2","Style3","check3","atts"
"2021-07-20T06:45:04Z","Event ID 2","POS Transaction ID 2","EPC 1","Site 13","READ POINT 2","2023-05-12T20:26:49Z","Product 4","Green","XXXL","Adidas","Article8","Ref1","Style5","check2","atts"
"2022-12-17T12:23:39Z","Event ID 5","POS Transaction ID 3","EPC 5","Site 11","READ POINT 2","2023-01-29T19:00:51Z","Product 4","Green","XL","Bata","Article7","Ref5","Style4","check1","att4"
"2021-11-21T07:43:48Z","Event ID 4","POS Transaction ID 4","EPC 2","Site 12","READ POINT 5","2023-04-10T19:09:56Z","Product 3","White","XL","Madame","Article6","Ref1","Style1","check3","att3"
"2022-12-06T05:22:08Z","Event ID 6","POS Transaction ID 3","EPC 4","Site 10","READ POINT 4","2022-06-07T09:30:47Z","Product 4","Yellow","M","Nike","Article6","Ref1","Style5","check3","att4"
"2021-05-25T18:28:58Z","Event ID 1","POS Transaction ID 1","EPC 2","Site 10","READ POINT 3","2022-10-12T21:09:04Z","Product 5","Green","XXS","Bata","Artical4","Ref4","Style3","check2","att2"
"2021-03-17T15:25:27Z","Event ID 5","POS Transaction ID 5","EPC 4","Site 12","READ POINT 1","2023-03-15T15:26:39Z","Product 4","White","XL","Nike","Artical4","Ref7","Style4","check2","att4"
"2020-06-10T00:37:58Z","Event ID 9","POS Transaction ID 3","EPC 5","Site 10","READ POINT 2","2023-04-20T11:48:25Z","Product 5","Red","XXL","Puma","Article5","Ref3","Style8","check2","att4"
"2021-02-14T17:11:08Z","Event ID 8","POS Transaction ID 6","EPC 3","Site 10","READ POINT 3","2023-01-13T05:02:04Z","Product 1","Yellow","XXXL","Madame","Article3","Ref3","Style1","check2","att3"
"2020-09-19T12:42:23Z","Event ID 5","POS Transaction ID 3","EPC 1","Site 14","READ POINT 3","2022-08-05T07:06:56Z","Product 4","Orange","L","Madame","Article6","Ref8","Style7","check1","att3"
"2023-01-11T15:59:21Z","Event ID 4","POS Transaction ID 3","EPC 5","Site 14","READ POINT 4","2022-11-16T20:24:07Z","Product 5","Black","XS","Bata","Article3","Ref4","Style2","check2","att4"
"2021-12-10T13:58:28Z","Event ID 3","POS Transaction ID 6","EPC 4","Site 15","READ POINT 4","2022-11-28T06:30:56Z","Product 5","Red","S","Adidas","Article7","Ref5","Style7","check3","atts"
"2023-01-07T16:43:24Z","Event ID 4","POS Transaction ID 2","EPC 3","Site 10","READ POINT 5","2023-05-19T04:46:36Z","Product 2","Red","S","Nike","Artical4","Ref8","Style8","check3","att4"
"2021-06-29T16:05:22Z","Event ID 4","POS Transaction ID 6","EPC 3","Site 15","READ POINT 3","2023-03-26T10:27:04Z","Product 5","Green","L","Puma","Article3","Ref8","Style3","check1","att2"
"2020-12-30T21:31:19Z","Event ID 5","POS Transaction ID 6","EPC 4","Site 13","READ POINT 1","2023-02-24T03:45:42Z","Product 4","Pink","XS","Lee Cooper","Article8","Ref6","Style6","check2","att4"
"2021-09-20T08:24:40Z","Event ID 2","POS Transaction ID 5","EPC 2","Site 10","READ POINT 1","2023-05-25T04:03:23Z","Product 5","Orange","XXXL","Nike","Article1","Ref3","Style5","check1","atts"
"2020-07-25T11:01:51Z","Event ID 7","POS Transaction ID 4","EPC 3","Site 13","READ POINT 5","2022-08-14T01:00:45Z","Product 2","Red","XL","Lee Cooper","Article6","Ref5","Style7","check2","atts"
"2020-11-14T19:59:45Z","Event ID 8","POS Transaction ID 5","EPC 5","Site 10","READ POINT 5","2023-03-02T03:39:30Z","Product 4","Pink","XXXL","Madame","Artical4","Ref8","Style6","check3","atts"
"2022-01-25T14:28:35Z","Event ID 6","POS Transaction ID 5","EPC 4","Site 12","READ POINT 2","2022-11-11T17:45:21Z","Product 3","Orange","XXXL","Lee Cooper","Article3","Ref7","Style5","check1","att3"
"2020-10-30T21:21:12Z","Event ID 8","POS Transaction ID 3","EPC 4","Site 15","READ POINT 3","2022-06-27T20:28:22Z","Product 3","Blue","XXS","Bata","Article2","Ref8","Style2","check3","atts"
"2021-05-06T16:05:11Z","Event ID 1","POS Transaction ID 6","EPC 1","Site 13","READ POINT 1","2022-07-20T20:40:13Z","Product 3","Red","M","Puma","Article8","Ref8","Style4","check2","att3"
"2023-05-21T06:08:03Z","Event ID 1","POS Transaction ID 3","EPC 3","Site 12","READ POINT 3","2022-11-26T08:38:16Z","Product 1","White","L","Adidas","Article8","Ref6","Style1","check1","att4"
"2022-06-15T01:17:34Z","Event ID 1","POS Transaction ID 5","EPC 1","Site 13","READ POINT 2","2023-05-14T12:30:06Z","Product 5","Pink","XXS","Zara","Artical4","Ref3","Style8","check2","att2"
"2020-11-04T13:47:45Z","Event ID 5","POS Transaction ID 6","EPC 2","Site 12","READ POINT 3","2022-09-14T13:09:05Z","Product 5","White","XS","Adidas","Article2","Ref4","Style2","check1","att2"
"2021-11-23T14:45:30Z","Event ID 9","POS Transaction ID 5","EPC 1","Site 13","READ POINT 4","2022-07-29T15:57:49Z","Product 3","Pink","XXL","Nike","Article5","Ref3","Style4","check2","att3"
"2020-09-18T13:26:12Z","Event ID 5","POS Transaction ID 5","EPC 2","Site 12","READ POINT 5","2022-06-09T08:10:51Z","Product 3","White","M","Adidas","Article1","Ref5","Style1","check3","att3"
"2023-04-06T06:02:25Z","Event ID 4","POS Transaction ID 3","EPC 2","Site 13","READ POINT 4","2023-04-04T02:39:34Z","Product 2","White","XL","Bata","Article1","Ref5","Style3","check3","att4"
"2020-09-01T15:50:58Z","Event ID 3","POS Transaction ID 6","EPC 2","Site 15","READ POINT 5","2022-10-22T22:14:07Z","Product 2","Yellow","XS","Adidas","Article1","Ref5","Style7","check3","atts"
"2023-01-04T01:35:08Z","Event ID 4","POS Transaction ID 2","EPC 2","Site 13","READ POINT 2","2022-06-23T04:11:37Z","Product 2","Yellow","XXXL","Puma","Article7","Ref4","Style6","check1","att3"
"2023-02-19T00:53:45Z","Event ID 8","POS Transaction ID 4","EPC 5","Site 14","READ POINT 3","2023-06-09T00:03:56Z","Product 4","Green","M","Nike","Article8","Ref2","Style4","check2","att4"
"2021-03-12T13:59:08Z","Event ID 8","POS Transaction ID 4","EPC 1","Site 14","READ POINT 1","2022-12-16T01:28:28Z","Product 4","Blue","XXXL","Madame","Article1","Ref3","Style2","check1","atts"
"2022-12-11T07:23:52Z","Event ID 6","POS Transaction ID 4","EPC 1","Site 10","READ POINT 1","2023-04-01T08:12:58Z","Product 5","Black","M","Madame","Article5","Ref7","Style7","check3","att4"
"2020-07-16T13:46:12Z","Event ID 1","POS Transaction ID 4","EPC 3","Site 15","READ POINT 4","2022-11-28T05:00:14Z","Product 4","Green","XS","Zara","Artical4","Ref3","Style1","check2","att3"
"2021-06-20T17:27:37Z","Event ID 3","POS Transaction ID 4","EPC 3","Site 13","READ POINT 2","2022-11-03T06:24:18Z","Product 2","White","XXL","Madame","Article2","Ref4","Style5","check2","att2"
"2023-04-29T15:52:24Z","Event ID 9","POS Transaction ID 1","EPC 3","Site 13","READ POINT 5","2023-02-18T16:16:50Z","Product 4","Red","XXL","Lee Cooper","Article1","Ref6","Style8","check2","att2"
"2023-03-27T07:36:12Z","Event ID 5","POS Transaction ID 5","EPC 2","Site 15","READ POINT 1","2022-10-22T20:12:05Z","Product 2","White","XXS","Lee Cooper","Article5","Ref5","Style5","check3","att3"
"2023-01-25T21:39:56Z","Event ID 3","POS Transaction ID 1","EPC 1","Site 12","READ POINT 4","2022-12-22T10:19:13Z","Product 2","Blue","XL","Lee Cooper","Article7","Ref7","Style3","check2","atts"
"2020-11-26T14:18:53Z","Event ID 4","POS Transaction ID 3","EPC 2","Site 15","READ POINT 1","2022-08-17T23:24:47Z","Product 2","Pink","XXL","Adidas","Article6","Ref7","Style6","check3","atts"
"2022-01-31T18:59:26Z","Event ID 3","POS Transaction ID 4","EPC 4","Site 14","READ POINT 3","2023-04-20T23:55:09Z","Product 3","Red","S","Puma","Article1","Ref6","Style7","check2","att3"
"2022-05-13T19:08:07Z","Event ID 5","POS Transaction ID 6","EPC 1","Site 10","READ POINT 2","2022-07-23T12:33:03Z","Product 3","Blue","L","Adidas","Article3","Ref4","Style1","check3","atts"
"2021-05-29T10:45:09Z","Event ID 8","POS Transaction ID 6","EPC 5","Site 14","READ POINT 5","2023-03-01T21:13:40Z","Product 5","White","XXS","Puma","Article7","Ref2","Style8","check1","att4"
"2022-09-27T23:05:38Z","Event ID 3","POS Transaction ID 5","EPC 5","Site 12","READ POINT 2","2023-04-02T18:58:07Z","Product 1","Red","XL","Adidas","Article7","Ref1","Style3","check3","att3"
"2022-06-19T15:53:46Z","Event ID 1","POS Transaction ID 4","EPC 5","Site 13","READ POINT 3","2023-01-24T12:45:42Z","Product 3","White","L","Bata","Article2","Ref4","Style3","check3","att2"
"2022-03-18T12:13:18Z","Event ID 8","POS Transaction ID 4","EPC 4","Site 13","READ POINT 5","2023-01-29T16:46:07Z","Product 2","Orange","XS","Adidas","Article1","Ref7","Style3","check2","att2"
"2023-01-30T16:30:34Z","Event ID 5","POS Transaction ID 2","EPC 3","Site 11","READ POINT 4","2023-04-09T14:41:57Z","Product 4","Red","XL","Puma","Article3","Ref5","Style4","check3","att2"
"2020-12-30T05:50:43Z","Event ID 5","POS Transaction ID 3","EPC 1","Site 15","READ POINT 1","2023-02-10T20:38:02Z","Product 4","Green","XXS","Lee Cooper","Article6","Ref4","Style4","check2","att3"
"2021-12-04T14:50:24Z","Event ID 6","POS Transaction ID 1","EPC 3","Site 11","READ POINT 4","2023-06-25T09:10:13Z","Product 5","White","M","Nike","Article2","Ref8","Style3","check1","att3"
"2022-11-29T16:28:57Z","Event ID 5","POS Transaction ID 2","EPC 2","Site 13","READ POINT 4","2022-09-22T16:37:11Z","Product 4","Black","XXS","Lee Cooper","Article7","Ref2","Style7","check2","atts"
