"Event Time","Event ID","EPC","Site Code","Exit Door ID","Last Prior Read","Last Read Time","Status","Video URL","Product Code","Color","Size","Manuf","Article","Style","Ref Number"
"2022-06-27T17:25:39Z","Event ID 4","EPC 5","Site 14","Exit Door ID 5","Last Prior Read 1","2023-01-16T12:06:47Z","Mixed","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ElephantsDream.mp4","Product 3","Orange","S","Lee Cooper","Article3","Style1","Ref3"
"2020-11-09T23:56:42Z","Event ID 2","EPC 3","Site 15","Exit Door ID 4","Last Prior Read 4","2023-06-13T19:40:31Z","Not a loss Event","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerBlazes.mp4","Product 4","Green","XXXL","Bata","Article3","Style8","Ref7"
"2021-09-06T12:51:31Z","Event ID 4","EPC 3","Site 12","Exit Door ID 4","Last Prior Read 7","2023-03-27T09:19:50Z","","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerEscapes.mp4","Product 1","Yellow","XS","Madame","Article1","Style8","Ref8"
"2022-08-11T04:14:13Z","Event ID 6","EPC 3","Site 15","Exit Door ID 4","Last Prior Read 7","2022-09-26T00:19:51Z","Organized Crime","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerFun.mp4","Product 1","Blue","XL","Bata","Article3","Style2","Ref8"
"2020-09-18T20:41:46Z","Event ID 4","EPC 4","Site 12","Exit Door ID 2","Last Prior Read 1","2023-05-25T02:47:28Z","","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/BigBuckBunny.mp4","Product 1","Green","XXXL","Puma","Article2","Style7","Ref3"
"2021-11-15T18:47:10Z","Event ID 2","EPC 5","Site 12","Exit Door ID 3","Last Prior Read 7","2023-05-18T09:12:25Z","Not a loss Event","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ElephantsDream.mp4","Product 4","Orange","L","Zara","Article7","Style1","Ref5"
"2020-10-29T08:04:39Z","Event ID 5","EPC 5","Site 15","Exit Door ID 5","Last Prior Read 3","2022-08-10T22:25:32Z","Transfer","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ElephantsDream.mp4","Product 2","Pink","XXS","Adidas","Artical4","Style5","Ref7"
"2021-04-16T08:09:20Z","Event ID 3","EPC 4","Site 11","Exit Door ID 4","Last Prior Read 7","2023-02-15T14:08:18Z","","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerBlazes.mp4","Product 4","Pink","XS","Zara","Article1","Style2","Ref1"
"2022-08-05T21:24:31Z","Event ID 8","EPC 4","Site 13","Exit Door ID 2","Last Prior Read 4","2022-09-07T21:51:15Z","Mixed","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerEscapes.mp4","Product 4","Pink","XXS","Lee Cooper","Article5","Style1","Ref3"
"2022-09-30T06:46:53Z","Event ID 6","EPC 1","Site 11","Exit Door ID 2","Last Prior Read 7","2023-05-23T19:01:59Z","","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerFun.mp4","Product 5","Pink","M","Bata","Artical4","Style5","Ref2"
"2022-11-30T18:27:55Z","Event ID 1","EPC 1","Site 11","Exit Door ID 1","Last Prior Read 1","2023-04-30T12:17:50Z","Mixed","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/BigBuckBunny.mp4","Product 1","Green","L","Bata","Article6","Style2","Ref6"
"2020-12-03T06:02:29Z","Event ID 3","EPC 3","Site 12","Exit Door ID 4","Last Prior Read 2","2022-11-18T14:13:40Z","","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ElephantsDream.mp4","Product 3","Pink","XXXL","Madame","Article6","Style3","Ref7"
"2020-12-20T13:37:20Z","Event ID 8","EPC 4","Site 15","Exit Door ID 4","Last Prior Read 1","2023-05-24T20:41:33Z","Employee","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ElephantsDream.mp4","Product 2","Black","M","Bata","Article2","Style8","Ref4"
"2021-01-08T22:02:28Z","Event ID 2","EPC 2","Site 12","Exit Door ID 2","Last Prior Read 7","2023-02-17T13:19:15Z","Organized Crime","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerBlazes.mp4","Product 4","Orange","XXS","Adidas","Artical4","Style3","Ref3"
"2020-11-19T11:27:37Z","Event ID 5","EPC 5","Site 15","Exit Door ID 2","Last Prior Read 4","2023-01-29T05:42:37Z","Not a loss Event","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerEscapes.mp4","Product 5","Red","L","Puma","Article8","Style1","Ref7"
"2023-02-28T17:02:32Z","Event ID 1","EPC 5","Site 12","Exit Door ID 1","Last Prior Read 2","2022-12-10T19:32:03Z","Transfer","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerFun.mp4","Product 1","Yellow","S","Nike","Article6","Style8","Ref7"
"2023-05-14T09:46:27Z","Event ID 7","EPC 4","Site 14","Exit Door ID 2","Last Prior Read 2","2022-10-07T08:14:40Z","Others","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/BigBuckBunny.mp4","Product 4","Pink","M","Lee Cooper","Article7","Style6","Ref6"
"2023-01-13T04:23:30Z","Event ID 7","EPC 1","Site 12","Exit Door ID 5","Last Prior Read 4","2022-06-10T20:13:22Z","Omni Sale","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ElephantsDream.mp4","Product 4","White","XXXL","Zara","Article2","Style4","Ref2"
"2022-07-03T10:45:37Z","Event ID 9","EPC 4","Site 13","Exit Door ID 4","Last Prior Read 5","2022-07-02T05:16:49Z","Organized Crime","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ElephantsDream.mp4","Product 4","Red","L","Zara","Article1","Style5","Ref1"
"2020-07-27T02:49:55Z","Event ID 3","EPC 1","Site 14","Exit Door ID 3","Last Prior Read 6","2023-01-29T08:28:03Z","","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerBlazes.mp4","Product 4","Blue","L","Zara","Article8","Style3","Ref3"
"2021-10-03T13:45:17Z","Event ID 3","EPC 4","Site 14","Exit Door ID 3","Last Prior Read 3","2023-04-26T11:28:41Z","External Theft","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerEscapes.mp4","Product 5","Black","M","Nike","Article2","Style2","Ref7"
"2022-04-29T23:05:39Z","Event ID 5","EPC 5","Site 13","Exit Door ID 2","Last Prior Read 3","2022-08-03T09:51:31Z","Omni Sale","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerFun.mp4","Product 4","Pink","XXS","Zara","Article5","Style8","Ref7"
"2021-02-13T07:23:31Z","Event ID 4","EPC 5","Site 13","Exit Door ID 4","Last Prior Read 7","2022-10-17T13:42:44Z","Others","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/BigBuckBunny.mp4","Product 3","Blue","L","Madame","Article3","Style7","Ref5"
"2022-05-06T02:37:59Z","Event ID 2","EPC 3","Site 10","Exit Door ID 1","Last Prior Read 6","2022-11-24T11:10:55Z","Omni Sale","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ElephantsDream.mp4","Product 3","Blue","L","Puma","Article5","Style7","Ref5"
"2021-11-25T11:22:23Z","Event ID 2","EPC 3","Site 13","Exit Door ID 4","Last Prior Read 7","2022-11-20T21:45:26Z","Employee","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ElephantsDream.mp4","Product 2","Yellow","XL","Adidas","Article6","Style4","Ref3"
"2022-05-07T01:46:06Z","Event ID 7","EPC 5","Site 14","Exit Door ID 1","Last Prior Read 5","2022-07-29T09:27:37Z","Mixed","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerBlazes.mp4","Product 3","White","M","Zara","Article3","Style3","Ref3"
"2021-12-06T23:38:43Z","Event ID 4","EPC 1","Site 12","Exit Door ID 4","Last Prior Read 5","2022-06-18T18:33:56Z","Transfer","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerEscapes.mp4","Product 3","Red","XXS","Nike","Article1","Style5","Ref4"
"2022-03-23T05:16:23Z","Event ID 6","EPC 4","Site 10","Exit Door ID 5","Last Prior Read 2","2023-04-25T07:36:53Z","Omni Sale","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerFun.mp4","Product 4","Green","XS","Puma","Article7","Style6","Ref5"
"2023-03-15T15:31:44Z","Event ID 6","EPC 1","Site 10","Exit Door ID 5","Last Prior Read 7","2022-06-25T20:14:09Z","Mixed","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/BigBuckBunny.mp4","Product 1","Red","XXS","Adidas","Article1","Style3","Ref8"
"2021-12-04T12:34:19Z","Event ID 4","EPC 1","Site 15","Exit Door ID 1","Last Prior Read 3","2022-09-06T05:40:48Z","","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ElephantsDream.mp4","Product 4","Red","S","Puma","Article8","Style3","Ref8"
"2021-04-14T09:20:49Z","Event ID 7","EPC 5","Site 13","Exit Door ID 1","Last Prior Read 4","2023-04-05T11:59:30Z","Organized Crime","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ElephantsDream.mp4","Product 1","White","S","Nike","Article7","Style1","Ref6"
"2020-06-11T19:27:38Z","Event ID 6","EPC 1","Site 13","Exit Door ID 1","Last Prior Read 2","2023-02-11T03:41:01Z","External Theft","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerBlazes.mp4","Product 1","Yellow","S","Adidas","Article6","Style8","Ref2"
"2022-01-27T00:14:37Z","Event ID 9","EPC 3","Site 10","Exit Door ID 3","Last Prior Read 5","2023-05-22T15:39:13Z","External Theft","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerEscapes.mp4","Product 1","Orange","XXXL","Nike","Article7","Style8","Ref5"
"2023-03-02T16:33:20Z","Event ID 5","EPC 3","Site 13","Exit Door ID 1","Last Prior Read 5","2023-01-16T06:49:45Z","Transfer","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerFun.mp4","Product 1","Red","S","Madame","Article8","Style3","Ref6"
"2021-06-18T12:16:33Z","Event ID 3","EPC 5","Site 10","Exit Door ID 5","Last Prior Read 7","2023-03-01T13:52:42Z","Not a loss Event","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/BigBuckBunny.mp4","Product 1","Red","M","Lee Cooper","Article5","Style8","Ref6"
"2020-10-01T20:24:42Z","Event ID 1","EPC 5","Site 12","Exit Door ID 1","Last Prior Read 7","2022-12-24T07:41:19Z","Mixed","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ElephantsDream.mp4","Product 2","Blue","XL","Lee Cooper","Artical4","Style2","Ref4"
"2021-10-30T07:02:14Z","Event ID 1","EPC 1","Site 13","Exit Door ID 3","Last Prior Read 3","2023-01-09T12:55:48Z","Employee","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ElephantsDream.mp4","Product 2","Red","XXXL","Nike","Artical4","Style4","Ref7"
"2022-06-17T14:08:19Z","Event ID 4","EPC 2","Site 14","Exit Door ID 3","Last Prior Read 7","2023-06-07T06:34:24Z","Employee","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerBlazes.mp4","Product 3","Black","XS","Lee Cooper","Article7","Style4","Ref1"
"2022-06-10T20:27:37Z","Event ID 1","EPC 1","Site 15","Exit Door ID 1","Last Prior Read 7","2022-12-22T15:54:13Z","Others","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerEscapes.mp4","Product 1","Red","L","Lee Cooper","Article5","Style2","Ref4"
"2022-10-22T06:40:54Z","Event ID 6","EPC 3","Site 15","Exit Door ID 5","Last Prior Read 7","2023-06-03T16:07:29Z","External Theft","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerFun.mp4","Product 5","Pink","XXL","Lee Cooper","Artical4","Style7","Ref7"
"2022-03-15T06:21:11Z","Event ID 8","EPC 1","Site 11","Exit Door ID 4","Last Prior Read 7","2022-11-30T17:48:34Z","Organized Crime","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/BigBuckBunny.mp4","Product 3","Pink","XXXL","Nike","Article7","Style1","Ref5"
"2023-04-18T16:53:50Z","Event ID 5","EPC 1","Site 11","Exit Door ID 3","Last Prior Read 1","2023-03-18T19:32:03Z","Organized Crime","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ElephantsDream.mp4","Product 2","Yellow","XL","Zara","Article2","Style3","Ref1"
"2022-11-09T10:44:02Z","Event ID 4","EPC 3","Site 12","Exit Door ID 1","","2023-04-24T10:03:20Z","Employee","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ElephantsDream.mp4","Product 3","Blue","XXS","Puma","Article6","Style7","Ref7"
"2020-07-18T05:29:16Z","Event ID 5","EPC 3","Site 15","Exit Door ID 2","Last Prior Read 3","2023-05-06T13:59:02Z","Organized Crime","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerBlazes.mp4","Product 5","White","XXXL","Puma","Article2","Style1","Ref1"
"2022-09-24T08:36:33Z","Event ID 1","EPC 4","Site 10","Exit Door ID 2","","2022-08-14T11:42:28Z","Others","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerEscapes.mp4","Product 3","Black","L","Nike","Article5","Style3","Ref7"
"2022-08-19T01:09:54Z","Event ID 1","EPC 5","Site 12","Exit Door ID 4","Last Prior Read 2","2022-09-23T06:48:05Z","Others","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerFun.mp4","Product 5","Yellow","XXL","Bata","Article8","Style6","Ref7"
"2020-08-22T13:16:45Z","Event ID 9","EPC 5","Site 10","Exit Door ID 5","","2022-07-05T02:26:30Z","Not a loss Event","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/BigBuckBunny.mp4","Product 2","Pink","XXXL","Bata","Artical4","Style6","Ref8"
"2023-05-26T04:50:52Z","Event ID 4","EPC 4","Site 10","Exit Door ID 3","","2023-01-14T14:50:45Z","Organized Crime","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ElephantsDream.mp4","Product 2","Red","XL","Adidas","Article1","Style2","Ref5"
"2023-03-15T07:02:05Z","Event ID 5","EPC 5","Site 15","Exit Door ID 3","Last Prior Read 3","2022-08-12T13:24:16Z","Transfer","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ElephantsDream.mp4","Product 3","Orange","XXS","Lee Cooper","Article8","Style1","Ref3"
"2021-04-21T06:00:52Z","Event ID 5","EPC 4","Site 15","Exit Door ID 1","Last Prior Read 5","2022-07-28T03:33:05Z","Employee","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerBlazes.mp4","Product 2","Black","XS","Nike","Artical4","Style4","Ref3"
"2022-09-07T10:14:50Z","Event ID 7","EPC 1","Site 13","Exit Door ID 2","Last Prior Read 7","2023-04-15T16:31:39Z","Not a loss Event","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerEscapes.mp4","Product 3","Yellow","XXXL","Nike","Article6","Style3","Ref6"
"2020-09-22T22:46:26Z","Event ID 9","EPC 5","Site 14","Exit Door ID 3","Last Prior Read 5","2022-06-19T06:42:49Z","Transfer","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerFun.mp4","Product 4","Blue","XXXL","Bata","Article6","Style3","Ref4"
"2022-07-15T07:35:34Z","Event ID 5","EPC 3","Site 11","Exit Door ID 3","Last Prior Read 3","2023-06-11T02:19:18Z","Transfer","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/BigBuckBunny.mp4","Product 3","Pink","XXXL","Bata","Article1","Style2","Ref8"
"2020-09-23T06:16:17Z","Event ID 6","EPC 3","Site 15","Exit Door ID 2","Last Prior Read 2","2023-03-29T09:22:49Z","Organized Crime","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ElephantsDream.mp4","Product 2","Orange","L","Zara","Article2","Style4","Ref2"
"2022-06-09T16:09:33Z","Event ID 5","EPC 4","Site 11","Exit Door ID 1","Last Prior Read 5","2022-09-26T19:34:09Z","","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ElephantsDream.mp4","Product 1","Green","S","Nike","Article3","Style7","Ref2"
"2020-06-15T20:13:51Z","Event ID 7","EPC 2","Site 10","Exit Door ID 2","Last Prior Read 2","2022-07-19T20:08:10Z","","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerBlazes.mp4","Product 4","Yellow","XXXL","Zara","Article7","Style1","Ref4"
"2020-12-20T02:06:42Z","Event ID 4","EPC 5","Site 13","Exit Door ID 1","","2022-10-27T07:35:51Z","Not a loss Event","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerEscapes.mp4","Product 3","Blue","M","Bata","Article3","Style1","Ref5"
"2021-07-26T06:11:53Z","Event ID 5","EPC 2","Site 10","Exit Door ID 2","Last Prior Read 1","2022-08-13T05:13:08Z","Omni Sale","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerFun.mp4","Product 5","Pink","L","Bata","Article6","Style4","Ref5"
"2021-12-21T03:09:07Z","Event ID 5","EPC 3","Site 14","Exit Door ID 4","Last Prior Read 3","2022-06-13T02:11:13Z","Organized Crime","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/BigBuckBunny.mp4","Product 5","Black","XXXL","Adidas","Article3","Style4","Ref4"
"2020-06-28T22:58:38Z","Event ID 2","EPC 3","Site 11","Exit Door ID 2","Last Prior Read 6","2023-01-28T06:50:03Z","External Theft","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ElephantsDream.mp4","Product 2","White","XXXL","Lee Cooper","Article5","Style3","Ref8"
"2022-12-11T23:19:32Z","Event ID 1","EPC 2","Site 12","Exit Door ID 3","Last Prior Read 6","2022-07-17T08:26:01Z","Transfer","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ElephantsDream.mp4","Product 4","Red","M","Bata","Article7","Style2","Ref7"
"2021-12-02T17:06:28Z","Event ID 4","EPC 5","Site 12","Exit Door ID 5","Last Prior Read 7","2022-10-17T17:35:28Z","Mixed","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerBlazes.mp4","Product 3","Blue","S","Lee Cooper","Article1","Style3","Ref4"
"2023-04-22T02:58:47Z","Event ID 6","EPC 1","Site 11","Exit Door ID 1","Last Prior Read 1","2023-04-19T21:06:36Z","Others","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerEscapes.mp4","Product 3","Black","L","Zara","Article7","Style1","Ref4"
"2021-09-22T18:01:48Z","Event ID 5","EPC 1","Site 15","Exit Door ID 5","Last Prior Read 1","2023-02-18T00:20:13Z","Omni Sale","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerFun.mp4","Product 5","White","XL","Madame","Article6","Style8","Ref8"
"2021-04-08T02:56:30Z","Event ID 1","EPC 5","Site 15","Exit Door ID 4","Last Prior Read 2","2022-08-21T00:43:35Z","Omni Sale","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/BigBuckBunny.mp4","Product 2","Black","XXXL","Bata","Artical4","Style1","Ref1"
"2022-04-23T17:33:36Z","Event ID 8","EPC 3","Site 14","Exit Door ID 4","","2023-06-03T04:48:54Z","Mixed","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ElephantsDream.mp4","Product 2","Black","L","Nike","Article2","Style5","Ref3"
"2021-04-08T04:38:07Z","Event ID 9","EPC 4","Site 12","Exit Door ID 2","","2023-01-02T11:47:28Z","Omni Sale","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ElephantsDream.mp4","Product 3","Orange","M","Zara","Article6","Style1","Ref2"
"2022-06-26T19:48:44Z","Event ID 3","EPC 5","Site 12","Exit Door ID 2","Last Prior Read 5","2022-07-01T00:28:03Z","Omni Sale","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerBlazes.mp4","Product 3","Pink","M","Puma","Article6","Style6","Ref6"
"2021-11-25T23:05:38Z","Event ID 6","EPC 1","Site 13","Exit Door ID 4","Last Prior Read 7","2022-10-25T03:55:34Z","Not a loss Event","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerEscapes.mp4","Product 2","White","M","Madame","Article2","Style5","Ref8"
"2021-10-27T21:27:34Z","Event ID 7","EPC 5","Site 14","Exit Door ID 4","Last Prior Read 6","2022-12-26T11:05:45Z","Omni Sale","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerFun.mp4","Product 5","Orange","XS","Zara","Article1","Style2","Ref6"
"2021-09-30T01:01:03Z","Event ID 9","EPC 1","Site 14","Exit Door ID 3","Last Prior Read 2","2022-08-05T10:31:39Z","Organized Crime","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/BigBuckBunny.mp4","Product 3","Black","XXL","Adidas","Artical4","Style6","Ref8"
"2021-10-19T05:49:06Z","Event ID 4","EPC 3","Site 13","Exit Door ID 2","Last Prior Read 2","2022-08-01T00:41:41Z","","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ElephantsDream.mp4","Product 5","Green","XS","Madame","Article8","Style3","Ref2"
"2022-10-31T02:42:53Z","Event ID 8","EPC 2","Site 11","Exit Door ID 4","Last Prior Read 7","2022-07-13T14:58:42Z","Transfer","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ElephantsDream.mp4","Product 4","Green","L","Zara","Article3","Style1","Ref1"
"2021-11-07T04:14:37Z","Event ID 9","EPC 1","Site 15","Exit Door ID 1","","2022-10-22T13:20:13Z","Mixed","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerBlazes.mp4","Product 2","Red","XS","Puma","Article2","Style1","Ref2"
"2022-06-25T10:39:16Z","Event ID 5","EPC 5","Site 14","Exit Door ID 1","Last Prior Read 7","2022-12-05T13:24:56Z","Organized Crime","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerEscapes.mp4","Product 3","Green","L","Bata","Article8","Style8","Ref6"
"2021-05-24T20:16:09Z","Event ID 9","EPC 1","Site 15","Exit Door ID 4","","2022-06-28T11:57:16Z","Organized Crime","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerFun.mp4","Product 4","Red","L","Zara","Article3","Style6","Ref6"
"2020-11-21T19:59:30Z","Event ID 6","EPC 4","Site 14","Exit Door ID 5","Last Prior Read 2","2022-10-31T12:55:15Z","Transfer","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/BigBuckBunny.mp4","Product 2","Orange","XS","Adidas","Article8","Style7","Ref8"
"2021-10-31T00:44:43Z","Event ID 9","EPC 2","Site 15","Exit Door ID 1","Last Prior Read 1","2023-03-23T13:37:39Z","Employee","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ElephantsDream.mp4","Product 4","Black","L","Zara","Article1","Style3","Ref5"
"2022-03-12T01:40:53Z","Event ID 6","EPC 3","Site 13","Exit Door ID 3","Last Prior Read 5","2023-03-15T22:38:22Z","Mixed","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ElephantsDream.mp4","Product 5","Red","XL","Lee Cooper","Artical4","Style3","Ref1"
"2021-04-06T21:56:47Z","Event ID 6","EPC 2","Site 11","Exit Door ID 2","Last Prior Read 5","2022-07-30T13:26:41Z","Employee","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerBlazes.mp4","Product 5","Green","L","Lee Cooper","Article5","Style3","Ref3"
"2020-07-08T07:07:59Z","Event ID 2","EPC 1","Site 10","Exit Door ID 3","Last Prior Read 2","2022-12-13T04:51:31Z","External Theft","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerEscapes.mp4","Product 3","Yellow","S","Adidas","Article8","Style2","Ref8"
"2022-04-10T04:39:12Z","Event ID 3","EPC 5","Site 12","Exit Door ID 5","Last Prior Read 5","2023-05-10T14:12:07Z","Not a loss Event","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerFun.mp4","Product 3","Pink","XXXL","Madame","Article3","Style2","Ref2"
"2023-03-19T09:40:30Z","Event ID 6","EPC 3","Site 10","Exit Door ID 1","Last Prior Read 3","2023-05-11T01:02:49Z","External Theft","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/BigBuckBunny.mp4","Product 2","Orange","XS","Madame","Artical4","Style7","Ref2"
"2021-04-30T07:35:13Z","Event ID 9","EPC 5","Site 12","Exit Door ID 3","Last Prior Read 2","2022-07-09T21:28:34Z","Not a loss Event","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ElephantsDream.mp4","Product 3","Black","XS","Zara","Article5","Style7","Ref6"
"2021-12-31T08:45:16Z","Event ID 1","EPC 2","Site 14","Exit Door ID 2","","2023-05-28T21:46:19Z","Others","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ElephantsDream.mp4","Product 2","Black","XS","Madame","Article2","Style1","Ref6"
"2022-09-20T17:25:00Z","Event ID 4","EPC 1","Site 10","Exit Door ID 3","","2022-12-21T10:42:50Z","Transfer","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerBlazes.mp4","Product 2","Yellow","XL","Bata","Artical4","Style2","Ref3"
"2022-01-15T21:36:05Z","Event ID 5","EPC 5","Site 12","Exit Door ID 5","","2022-06-03T09:35:21Z","External Theft","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerEscapes.mp4","Product 4","Green","XS","Adidas","Article6","Style8","Ref7"
"2020-12-05T21:39:13Z","Event ID 8","EPC 2","Site 12","Exit Door ID 3","Last Prior Read 6","2022-11-10T18:10:20Z","Omni Sale","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerFun.mp4","Product 2","Yellow","XL","Bata","Article2","Style6","Ref8"
"2021-11-03T06:11:00Z","Event ID 8","EPC 5","Site 15","Exit Door ID 2","Last Prior Read 1","2023-04-26T20:11:36Z","Others","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/BigBuckBunny.mp4","Product 5","Red","XXL","Lee Cooper","Artical4","Style5","Ref4"
"2022-07-09T02:17:02Z","Event ID 5","EPC 2","Site 15","Exit Door ID 2","Last Prior Read 3","2022-10-22T19:34:41Z","Not a loss Event","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ElephantsDream.mp4","Product 2","Yellow","XXXL","Lee Cooper","Article8","Style8","Ref4"
"2023-04-09T07:28:54Z","Event ID 6","EPC 3","Site 10","Exit Door ID 4","Last Prior Read 6","2022-08-23T20:33:20Z","","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ElephantsDream.mp4","Product 5","Black","XXS","Madame","Artical4","Style3","Ref3"
"2020-11-04T00:51:00Z","Event ID 3","EPC 1","Site 15","Exit Door ID 4","","2022-09-29T01:20:38Z","Employee","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerBlazes.mp4","Product 5","Orange","XXL","Madame","Article5","Style6","Ref2"
"2023-03-08T12:16:45Z","Event ID 2","EPC 3","Site 10","Exit Door ID 4","","2023-04-27T04:01:49Z","External Theft","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerEscapes.mp4","Product 4","Blue","M","Lee Cooper","Article8","Style5","Ref3"
"2021-06-11T13:54:47Z","Event ID 2","EPC 5","Site 14","Exit Door ID 1","Last Prior Read 5","2023-04-06T10:27:36Z","Employee","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerFun.mp4","Product 1","Orange","XS","Bata","Article7","Style3","Ref2"
